ID,Text,Target_1
841,"Pls send me a comprehensive mail about who i'm paying, when and how much.",ham
842,Our Prashanthettan's mother passed away last night. pray for her and family.,ham
843,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",spam
844,K.k:)when are you going?,ham
845,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham
846,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham
847,I am in office:)whats the matter..msg me now.i will call you at break:).,ham
848,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",ham
849,"Today's Offer! Claim ur ��150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ��3.00 Sub. 16 . Unsub reply X",spam
850,U reach orchard already? U wan 2 go buy tickets first?,ham
851,"I am real, baby! I want to bring out your inner tigress...",ham
852,No da if you run that it activate the full version da.,ham
853,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",ham
854,Stop the story. I've told him i've returned it and he's saying i should not re order it.,ham
855,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam
856,Going to take your babe out ?,ham
857,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,ham
858,Spoons it is then okay?,ham
859,Did he just say somebody is named tampa,ham
860,In work now. Going have in few min.,ham
861,Your brother is a genius,ham
862,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",ham
863,Did u find out what time the bus is at coz i need to sort some stuff out.,ham
864,Dude ive been seeing a lotta corvettes lately,ham
865,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ��1.50pm approx 3mins,spam
866,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",ham
867,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
868,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,spam
869,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam
870,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham
871,Its going good...no problem..but still need little experience to understand american customer voice...,ham
872,I'll text you when I drop x off,ham
873,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham
874,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham
875,"Shop till u Drop, IS IT YOU, either 10K, 5K, ��500 Cash or ��100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
876,Are you in castor? You need to see something,ham
877,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ��1.50 SP:Tyrone,spam
878,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam
879,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam
880,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam
881,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",ham
882,I love to give massages. I use lots of baby oil... What is your fave position?,ham
883,Dude we should go sup again,ham
884,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,ham
885,Gibbs unsold.mike hussey,ham
886,I like to talk pa but am not able to. I dont know y.,ham
887,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham
888,You unbelievable faglord,ham
889,Wife.how she knew the time of murder exactly,ham
890,Why do you ask princess?,ham
891,I am great princess! What are you thinking about me? :),ham
892,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham
893,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham
894,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham
895,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",ham
896,Hope you are having a good week. Just checking in,ham
897,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",ham
898,"Thursday night? Yeah, sure thing, we'll work it out then",ham
899,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",spam
900,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham
901,How is it possible to teach you. And where.,ham
902,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",ham
903,Lovely smell on this bus and it ain't tobacco... ,ham
904,"We're all getting worried over here, derek and taylor have already assumed the worst",ham
905,Hey what's up charles sorry about the late reply.,ham
906,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam
907,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ham
908,WHITE FUDGE OREOS ARE IN STORES,ham
909,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
910,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,ham
911,I am sorry it hurt you.,ham
912,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham
913,Ok lor but not too early. Me still having project meeting now.,ham
914,"Call me da, i am waiting for your call.",ham
915,I could ask carlos if we could get more if anybody else can chip in,ham
916,Was actually about to send you a reminder today. Have a wonderful weekend,ham
917,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
918,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,ham
919,Dont talk to him ever ok its my word.,ham
920,When u wana see it then,ham
921,On ma way to school. Can you pls send me ashley's number,ham
922,It shall be fine. I have avalarr now. Will hollalater,ham
923,She went to attend another two rounds today..but still did't reach home..,ham
924,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,ham
925,"K, wait chikku..il send aftr  &lt;#&gt; mins",ham
926,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham
927,K:)i will give my kvb acc details:),ham
928,Oh all have to come ah?,ham
929,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over ��1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
930,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),ham
931,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,ham
932,So do you have samus shoulders yet,ham
933,What time you think you'll have it? Need to know when I should be near campus,ham
934,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ��1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam
935,Then dun wear jeans lor...,ham
936,"Since when, which side, any fever, any vomitin.",ham
937,K:)k.are you in college?,ham
938,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or ��10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",spam
939,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,ham
940,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),ham
941,Theyre doing it to lots of places. Only hospitals and medical places are safe.,ham
942,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam
943,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
944,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",ham
945,I cant wait to see you! How were the photos were useful? :),ham
946,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
947,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham
948,Chk in ur belovd ms dict,ham
949,Is that what time you want me to come?,ham
950,"Awesome, lemme know whenever you're around",ham
951,Shb b ok lor... Thanx...,ham
952,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham
953,Also remember to get dobby's bowl from your car,ham
954,Filthy stories and GIRLS waiting for your,spam
955,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,ham
956,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
957,Welp apparently he retired,ham
958,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,ham
959,Where @,ham
960,U sure u can't take any sick time?,ham
961,URGENT! We are trying to contact U. Todays draw shows that you have won a ��800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam
962,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
963,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham
964,Are you this much buzy,ham
965,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,ham
966,I am not sure about night menu. . . I know only about noon menu,ham
967,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham
968,Are you willing to go for aptitude class.,ham
969,"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham
